Argument,Label
"Other live broadcasts of the ""student"" friends of the a-social centers: Rome, Naples, Milan. Red flags, Soviet songs, ""Salvini go fuck yourself"", ""Killing Salvini is not a crime"", etc.",ad hominem
"How can you even think of doing something like this? Where are the radical-chic feminists??? Forget about ""Salvini is too bad"": #zerotollerance against those so-called ""refugees"" who bring war into our homes. (an immigrant raped a woman)",ad hominem
"Killing Salvini is not a crime. Killing the Italian language is, though, a big kiss to the genius of the day too",ad hominem
"Let's f*ck your wife, fuck you and the Police. Padova, this is real life. Then the left tells me I'm too bad... We already had enough Italian criminals, thanks to years of PD governments we have unfortunately imported many from abroad.",ad hominem
"Once they used to make fun of Italy, today we don't allow it anymore.",ad hominem
"Salvini, fuck you! I hate the League!. Lallallalalala! These would be the democratic, pacifist, intellectual ones... ?? ?? If this is the level of opposition to our government... let's move forward calmly! What do you think?",ad hominem
Pathetic! (about migrants protesting),ad hominem
"The usual idiots even deface an entire roundabout with my face crossed out in red... Everything cleaned up in a few hours by the mayor of Castelfranco Veneto. How unlucky are they? I bet that among the authors there is also some comrade son of dad. THANK YOU, you give us strength!",ad hominem
"Maltese government protests my complaint? No one can afford to lecture us. I'm fed up with the rest of Europe treating Italy like a refugee camp! If Malta, France or others continue to make fun of us they will pay the consequences at European level",ad hominem
" For every new insult, a new office opened! Don't scare us, we feel sorry for you",ad hominem
"The rich writer insults me every day, what a pity... But okay, luckily on December 8th in Rome in Piazza del Popolo he won't be there, he prefers New York (Saviano does not insult Salvini)",ad hominem
"""If you are with Salvini, TEAR off my shirts and BURN my CDs"". This is what the rapper SALMO says. Oh my, how sad, open your mind, brother!",ad hominem
"Congratulations to President #Trump for the seats won in the Senate and the confirmation in crucial states, against everything and everyone: left-wing journalists, actors and singers, directors and pseudo-intellectuals (not only left-wing journalists attacked Trump; there is not a real ""left"" in the US)",ad hominem
"Still in the Senate for the Security and Immigration Decree, which will be approved in a few hours. The left continues to accuse me of racism, I continue for the good of the Italians!",ad hominem
"These are the latest updated data on landings, we are now at MINUS 92,000. While others talk, we do! (the past government made laws and agreements to reduce immigrants; these are the consequences)",ad hominem
"Livorno, new headquarters of the League vandalized and unworthy show of the usual a-social centers that, not only insult us, but dishonor the memory of the Italians killed in the foibe. Shame, you disgust.",ad hominem
"Salvini here, Salvini there... But besides insulting me, doesn't this gentleman have anything else to do??? I'm sure that in the spring the European peoples will be able to give him a very clear answer. In the meantime, I'll go ahead, in his face!",ad hominem
"I present to you the brilliant creator of the fascistometer! If certain intellectuals did not exist, we would have to invent them...!",ad hominem
"After the request for archiving by the Catania Public Prosecutor's Office, I continue with even more strength on my path. Those who wanted to harm me should accept it. Full speed ahead!",ad hominem
"The Catania Public Prosecutor's Office has requested the CLOSING of the (absurd) affair that saw me investigated for having stopped the ship #Diciotti. In short, I am not a kidnapper, in the face of anti-social centers and sinister owls, they will be very dejected... Full speed ahead",ad hominem
"""#Desirée was LUCKY because, apparently, she was raped and killed by migrants because, at least, she is recognized as a victim"". The MADNESS of the left, disgusting. How can anyone even think of writing something like that???",ad hominem
"Salvini bastard, go back to the sewer. How squalid. Friends, let's answer these idiots, sons of dad: on December 8th at noon everyone in Rome in Piazza del Popolo, we don't give up!",ad hominem
" We consider the epithet [']worm['] offensive and denigrating. Crazy. I wrote it and I repeat it: worm, worm, WORM!(friars protested against the use of insults against a black person who has been arrested - not condemned - for murder)",ad hominem
"What a shame, I'm ashamed for him. How can you talk like that about a girl who was raped and killed at 16... (comments on a woman killed - he commented on his drug addiction)",ad hominem
"And this is supposed to be the mayor of Barcelona? Beautiful city, it deserves better. (The major pointed out how Salvini is disseminating fake news; a message is not a sign that she is inadequate)",ad hominem
"In the face of anti-social centers, violent people and professional haters who would like to silence me, this evening at 8:30 pm I'll be waiting for you at the Lega party in Garbagnate Milanese, if you're in the area will you come and visit me?",ad hominem
"Gad, but shame on you!!!!!!! (commenting on journalist who wrote about a woman killed - she was a drug addict)",ad hominem
"Mamma mia, what a nuisance! Luckily, many Neapolitans don't think like this one! Kisses, in his face I'll be back in town very soon. (on a Neapolitan citizen who forbade the access to his shop to Salvini)",ad hominem
